address,date_of_reg,ipc_period,ipc_status,name,primary_sector,status,uen,website
116 LAVENDER STREET #03-05 PEK CHUAN BUILDING Singapore 338730,01/08/2006,Not applicable,Not applicable,Dharma Drum (Singapore),Religious,Registered,T04SS0012C,http://www.ddsingapore.org
8 EU TONG SEN STREET #21-82 THE CENTRAL Singapore 059818,18/02/2016,Not applicable,Not applicable,DHC HOPE FOUNDATION LTD.,Others,Registered,201322114N,Not applicable
469 MACPHERSON ROAD #03-01 Singapore 368186,30/05/2011,Not applicable,Not applicable,DI ZANG LIN,Religious,Registered,T02SS0181A,Not applicable
141 Bedok Reservoir Road #01-1529 Singapore 470141,27/09/1983,From 01/07/2016 To 30/06/2018,Live,Diabetic Society of Singapore,Health,Registered,S71SS0043E,http://www.diabetes.org.sg
90 GOODMAN ROAD #01-45 GOODMAN ARTS CENTRE Singapore 439053,04/01/2012,From 21/11/2015 To 31/03/2018,Live,DING YI MUSIC COMPANY LTD.,Arts and Heritage,Registered,201101809W,http://www.dingyimusic.com
1 JURONG WEST CENTRAL 2 #04-01 JURONG POINT SHOPPING CENTRE Singapore 648886,30/12/1998,Not applicable,Not applicable,Disabled People's Association,Social and Welfare,Registered,S86SS0002F,http://www.dpa.org.sg
3 ANSON ROAD #07-01 SPRINGLEAF TOWER Singapore 079909,03/10/1986,Not applicable,Not applicable,DISCIPLESHIP TRAINING CENTRE LTD,Religious,Registered,197100578E,dtc-singapore.org
52A Prinsep Street #01-01 Prinsep Place Singapore 188683,24/04/2000,Not applicable,Not applicable,Divine Challengers,Religious,Registered,S98SS0154E,Not applicable
1 MARINA BOULEVARD #10-00 ONE MARINA BOULEVARD Singapore 018989,18/01/2017,From 10/03/2017 To 09/03/2018,Live,Domestic Employees Welfare Fund,Social and Welfare,Registered,T16CC0008C,www.cde.org.sg
358 Yishun Avenue 3 Singapore 769058,17/08/1991,Not applicable,Not applicable,Dong Shan Temple,Religious,Registered,S87SS0112G,Not applicable
10 Jalan Tan Tock Seng Singapore 308436,20/04/1994,From 01/10/2017 To 30/09/2020,Live,Dover Park Hospice,Health,Registered,S92SS0138D,http://www.doverpark.org.sg
9 BISHAN PLACE #09-01 JUNCTION 8 SHOPPING CENTRE Singapore 579837,17/01/1997,From 01/10/2017 To 30/09/2019,Live,Down Syndrome Association (Singapore),Social and Welfare,Registered,S96SS0170K,http://www.downsyndrome-singapore.org
10 SHENTON WAY #12-08 MAS BUILDING Singapore 079117,02/04/1993,Not applicable,Not applicable,DR GOH KENG SWEE SCHOLARSHIP FUND,Education,Registered,199300505C,Not applicable
21 COLLYER QUAY #16-1 HSBC BUILDING Singapore 049320,28/09/1984,Not applicable,Not applicable,DR LOUIS SAMMY FUND,Health,Registered,S84CC0090K,Not applicable
240 MACPHERSON ROAD #02-03 PINES INDUSTRIAL BUILDING Singapore 348574,17/06/2003,Not applicable,Not applicable,DR TAN TSZE CHOR - SINGAPORE ART SOCIETY TRUST,Arts and Heritage,Registered,T03CC1700L,Not applicable
385 BEACH ROAD Singapore 199581,18/10/1989,Not applicable,Not applicable,DR TOH CHIN CHYE BENEVOLENT FUND FOR THE AGED,Community,Registered,S89CC0692F,http://www.pa.gov.sg
9 NATHAN ROAD #23-01 REGENCY PARK Singapore 248730,14/10/2014,Not applicable,Not applicable,DR. OON CHIEW SENG TRUST LIMITED,Health,Registered,201319279R,Not applicable
5 Choa Chu Kang Street 51 Site A Singapore 689333,05/10/1994,Not applicable,Not applicable,Dragon Lotus Hill Temple,Religious,Registered,S95SS0033D,Not applicable
14A TRENGGANU STREET Singapore 058468,05/07/2006,From 01/02/2017 To 31/01/2019,Live,DRAMA BOX LTD.,Arts and Heritage,Registered,200517863N,http://www.dramabox.org
3 ANSON ROAD #27-1 SPRINGLEAF TOWER Singapore 079909,21/11/1984,Not applicable,Not applicable,DUNMAN'S TRUST,Others,Registered,S84CC0113D,Not applicable
1 JURONG WEST CENTRAL 2 #05-01 JURONG POINT Singapore 648886,15/02/1996,From 01/04/2016 To 31/03/2018,Live,DYSLEXIA ASSOCIATION OF SINGAPORE,Education,Registered,S91SS0096B,http://www.das.org.sg
166 BUKIT MERAH CENTRAL #04-3531 BUKIT MERAH AREA OFFICE Singapore 150166,11/08/1986,Not applicable,Not applicable,EAGLES COMMUNICATIONS LTD,Religious,Registered,197700430N,http://www.eagles.com.sg
3 PHILLIP STREET #10-03 ROYAL GROUP BUILDING Singapore 048693,11/05/2001,Not applicable,Not applicable,EAN KENG SI BUDDHIST TEMPLE,Religious,Registered,200101189M,Not applicable
74 UPPER ALJUNIED ROAD Singapore 367846,20/03/1987,Not applicable,Not applicable,ECF HOLY WORD LIMITED,Religious,Registered,196000128N,Not applicable
34 Upper Cross Street #04-158 Singapore 050034,15/10/1985,Not applicable,Not applicable,Eckankar Satsang Singapore,Religious,Registered,S79SS0022F,www.eckankar.sg
182 CECIL STREET #04-05 TELOK AYER PERFORMING ARTS CENTRE Singapore 069547,22/12/2001,Not applicable,Not applicable,ECNAD PROJECT LTD,Arts and Heritage,Registered,200101743D,http://www.ecnad.org
15-19 Green Lane Singapore 438917,18/05/2000,Not applicable,Not applicable,Eden Bible-Presbyterian Church,Religious,Registered,S99SS0100A,Not applicable
161 ANG MO KIO AVENUE 4 #01-502 ANG MO KIO WEST AREA OFFICE Singapore 560161,24/02/2000,Not applicable,Not applicable,Eden Community Services Centre,Social and Welfare,Registered,S99SS0093K,Not applicable
582 Lorong 3 Geylang Singapore 388992,26/05/1993,Not applicable,Not applicable,Eit San Tong Temple,Religious,Registered,S90SS0003H,Not applicable
1 MARINA BOULEVARD #15-09 ONE MARINA BOULEVARD Singapore 018989,30/06/2000,From 01/01/2017 To 31/12/2019,Live,ELDERCARE TRUST,Social and Welfare,Registered,T00CC1448L,Not applicable
5000 Ang Mo Kio Avenue 5 #02-08 Techplace II Singapore 569870,12/03/1987,Not applicable,Not applicable,Electronics Industries Training Centre,Others,Registered,S87SS0027A,http://www.elitc.com
1079 SERANGOON ROAD Singapore 328182,02/01/1987,Not applicable,Not applicable,ELIM CHURCH ASSEMBLY OF GOD,Religious,Registered,196200166K,Not applicable
21 Moonstone Lane #02-02 Poh Leng Building Singapore 328462,14/12/2009,Not applicable,Not applicable,El-Shaddai Ministries,Religious,Registered,T07SS0026G,http://www.el-shaddairevivalcentre.com
2 INTERNATIONAL BUSINESS PARK #11-06 THE STRATEGY Singapore 609930,07/04/2014,Not applicable,Not applicable,EMANCIPASIA LTD.,Social and Welfare,Registered,201205064M,http://www.emancipasia.org
177 RIVER VALLEY ROAD #05-19 LIANG COURT Singapore 179030,24/11/1998,From 01/06/2016 To 31/03/2018,Live,EMCC,Social and Welfare,Registered,S97SS0164E,http://www.emcc.org.sg
11 UPPER WILKIE ROAD Singapore 228120,05/01/2009,Not applicable,Not applicable,EMILY HILL ENTERPRISE LTD.,Arts and Heritage,Registered,200604321E,Not applicable
Singapore,29/03/1985,Not applicable,Not applicable,Emmanuel Assembly of God,Religious,Registered,S69SS0055F,Not applicable
31 HOLLAND CLOSE #10-231 Singapore 270031,19/02/1987,Not applicable,Not applicable,EMMANUEL BAPTIST FELLOWSHIP LT D.,Religious,Registered,197701716N,Not applicable
4 BISHAN STREET 13 Singapore 579792,13/11/1987,Not applicable,Not applicable,EMMANUEL BIBLE-PRESBYTERIAN CHURCH,Religious,Registered,S86SS0052J,Not applicable
34 CRAIG ROAD #B1-08 CHINATOWN PLAZA Singapore 089673,07/08/1998,Not applicable,Not applicable,Emmanuel Christian Church,Religious,Registered,S97SS0105D,http://www.ecc.sg
68 Lorong 16 Geylang #04-04 Association Building Singapore 398889,29/06/1985,Not applicable,Not applicable,Emmanuel Church of Singapore,Religious,Registered,S70SS0022E,ecos.org.sg
307 Pasir Panjang Road Singapore 118647,09/03/1985,Not applicable,Not applicable,Emmanuel Evangelical Free Church,Religious,Registered,S71SS0006F,www.emmanuelefc.org.sg
1 TAO CHING ROAD CALVARY BIBLE-PRESBYTERIAN CHURCH Singapore 618720,31/10/2016,Not applicable,Not applicable,Emmanuel Reformed Bible College,Religious,Registered,T15SS0083J,www.erbc.com
70 Barker Road #05-02 Methodist Centre Singapore 309936,09/10/1987,Not applicable,Not applicable,EMMANUEL TAMIL ANNUAL CONFERENCE (PART OF METHODIST CHURCH IN SINGAPORE),Religious,Registered,S87CC0514A,Not applicable
70 BARKER ROAD #4-2 Singapore 309936,05/10/1990,Not applicable,Not applicable,EMMANUEL TAMIL ANNUAL CONFERENCE WOMEN'S SOCIETY OF CHRISTIAN SERVICE,Religious,Registered,S90CC0753H,Not applicable
12 West Coast Walk #02-01E West Coast Recreation Centre Singapore 127157,04/07/2006,Not applicable,Not applicable,Emmaus Christian Church,Religious,Registered,T03SS0165B,Not applicable
8 Lorong 27A Geylang #03-03 Guilin Building Singapore 388106,03/07/2002,Not applicable,Not applicable,Emmaus Evangelical Free Church,Religious,Registered,T00SS0011J,Not applicable
625 ALJUNIED ROAD #04-09A ALJUNIED INDUSTRIAL COMPLEX Singapore 389836,28/12/2016,Not applicable,Not applicable,EMPOWER AGEING LIMITED,Social and Welfare,Registered,201619560Z,www.empower.org.sg
2 KALLANG AVENUE #06-14 CT HUB Singapore 339407,04/12/2003,Not applicable,Not applicable,En Community,Religious,Registered,T02SS0168G,Not applicable
2 KALLANG AVENUE #06-14 CT HUB Singapore 339407,11/09/2003,From 20/03/2017 To 19/03/2018,Live,En Community Services Society,Social and Welfare,Registered,T03SS0051L,http://www.ecss.org.sg
"5 LOWER KENT RIDGE ROAD DEPT OF MEDICINE, NUH Singapore 119074",29/11/1986,Not applicable,Not applicable,ENDOCRINE & METABOLIC SOCIETY OF SINGAPORE RESEARCH FUND,Health,Registered,S86CC0400E,Not applicable
28 SIN MING LANE #05-143 MIDVIEW CITY Singapore 573972,21/07/1986,Not applicable,Not applicable,Endocrine and Metabolic Society of Singapore,Health,Registered,S71SS0056J,Not applicable
"- - 134-136, Braddell Road Singapore 359919",03/03/1994,Not applicable,Not applicable,Eng Kong Christian Church,Religious,Registered,S93SS0101L,Not applicable
111 SOMERSET ROAD #12-05 TRIPLEONE SOMERSET Singapore 238164,24/10/2014,Not applicable,Not applicable,ENGINEERING GOOD LTD.,Others,Registered,201408320W,engineeringgood.org
87 BEACH ROAD #06-01 CHYE SING BUILDING Singapore 189695,15/11/2003,Not applicable,Not applicable,Environmental Challenge Organisation (Singapore),Others,Registered,T03SS0008B,Not applicable
112 LAVENDER STREET #03-01 FAR EAST REFRIGERATION BUILDING Singapore 338728,12/09/1996,From 09/08/2016 To 08/08/2018,Live,Epilepsy Care Group (Singapore),Health,Registered,S95SS0164F,http://www.epilepsycare.org
100 JALAN MASHHOR Singapore 299177,21/10/2015,From 01/11/2017 To 31/10/2018,Live,EQUAL-ARK SINGAPORE LTD.,Social and Welfare,Registered,201536378N,www.equal.org.sg
100 JALAN MASHHOR Singapore 299177,12/01/2011,Not applicable,Not applicable,EQUESTRIAN FEDERATION OF SINGAPORE (E.F.S),Sports,Registered,S76SS0030D,http://www.efs.org.sg
90 GOODMAN ROAD #03-54 GOODMAN ARTS CENTRE Singapore 439053,12/12/2016,Not applicable,Not applicable,ERA DANCE THEATRE LIMITED,Arts and Heritage,Registered,200908466C,www.eradancetheatre.com
1 KIM SENG PROMENADE #15-12 GREAT WORLD CITY Singapore 237994,24/06/2005,Not applicable,Not applicable,ESCAPE THEATRE LTD.,Arts and Heritage,Registered,200311368K,http://www.escapetheatre.com
5 NEPAL PARK Singapore 139408,19/05/2006,Not applicable,Not applicable,ESSEC,Education,Registered,200511927D,www.essec.edu/asia
21 COLLYER QUAY #16-1 HSBC BUILDING Singapore 049320,08/04/1987,Not applicable,Not applicable,EST OF DOO GEE LILY ALSO KNOWN AS LILY GEE DOO DECEASED,Others,Registered,S87CC0446F,Not applicable
1 Coleman Street #8-1 The Adelphi Singapore 179803,20/12/1983,Not applicable,Not applicable,EST OF HENRY BOLTER DEC'D,Social and Welfare,Registered,S83CC0020C,http://www.bmtrust.com
21 COLLYER QUAY #16-1 HSBC BUILDING Singapore 049320,25/09/1984,Not applicable,Not applicable,ESTATE OF CHEW WOON POH DEC'D,Others,Registered,S84CC0077E,Not applicable
170 UPPER BUKIT TIMAH ROAD #09-03 BUKIT TIMAH SHOPPING CENTRE Singapore 588179,26/11/1988,Not applicable,Not applicable,Eternal Life Assembly,Religious,Registered,S88SS0038G,http://www.elassembly.org.sg
28-A Kim Keat Road Singapore 328808,31/01/1985,Not applicable,Not applicable,Eternal Life Baptist Church,Religious,Registered,S67SS0009K,www.elbc.org.sg
178 CLEMENCEAU AVENUE #06-00 HAW PAR GLASS TOWER Singapore 239926,24/04/2015,Not applicable,Not applicable,ETONHOUSE COMMUNITY FUND LIMITED,Social and Welfare,Registered,201312095N,Not applicable
180 BEDOK RESERVOIR ROAD Singapore 479220,26/08/1989,From 01/04/2015 To 31/03/2018,Live,EUNOS CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,S89CC0679A,http://www.pa.gov.sg
139 CEYLON ROAD EURASIAN COMMUNITY HOUSE Singapore 429744,19/10/1992,Not applicable,Not applicable,EURASIAN ASSOCIATION ENDOWMENT FUND,Others,Registered,S92CC0913B,Not applicable
139 Ceylon Road Singapore 429744,27/06/1995,From 18/05/2015 To 17/05/2020,Live,"Eurasian Association, The",Others,Registered,S64SS0001E,http://www.eurasians.org/home.html
20 ALJUNIED ROAD #03-01/02 ELITE BUILDING Singapore 389805,24/03/1986,Not applicable,Not applicable,Evangel Baptist Church,Religious,Registered,S78SS0019A,www.evangelbc.org.sg
202 PANDAN GARDENS GALILEE BIBLE PRESBYTERIAN CHURCH Singapore 609338,12/03/2009,Not applicable,Not applicable,Evangel Bible-Presbyterian Church,Religious,Registered,T09SS0023G,http://www.evangel-bpc.org/
3791 JALAN BUKIT MERAH #08-12 E-CENTRE @ REDHILL Singapore 159471,23/10/1986,Not applicable,Not applicable,EVANGEL CHRISTIAN CHURCH LTD,Religious,Registered,198201011E,Not applicable
577 YISHUN RING ROAD Singapore 768693,12/03/1987,Not applicable,Not applicable,EVANGEL FAMILY CHURCH LTD,Religious,Registered,198403735R,http://www.evangel.org.sg
7 ARMENIAN STREET #03-08 BIBLE HOUSE Singapore 179932,21/03/1984,Not applicable,Not applicable,EVANGELICAL FELLOWSHIP OF SINGAPORE LTD,Religious,Registered,198001725R,Not applicable
2 KALLANG AVENUE #10-26 CT HUB Singapore 339407,27/05/1985,Not applicable,Not applicable,"Evangelical Free Church of Singapore, The,",Religious,Registered,S61SS0157D,Not applicable
35 SELEGIE ROAD #09-28 PARKLANE SHOPPING MALL Singapore 188307,01/10/2017,Not applicable,Not applicable,EVANGELICAL THEOLOGICAL COLLEGE OF ASIA LTD.,Religious,Registered,201610151M,Not applicable
30 Lorong 27 Geylang #04-01/02 Citiraya Centre Singapore 388164,09/11/1990,Not applicable,Not applicable,Evangelism Equipping Mission (Singapore),Religious,Registered,S90SS0008K,http://www.ee.org.sg
2 KALLANG AVENUE #10-14 CT HUB Singapore 339407,08/07/1996,Not applicable,Not applicable,Every Nation Church (Singapore),Religious,Registered,S96SS0064J,http://www.everynation.org.sg
102 JALAN KURAS SEMBAWANG HILLS ESTATE Singapore 577768,23/05/2013,Not applicable,Not applicable,EXCLUSIVELY MONGRELS LIMITED,Others,Registered,201216939N,Not applicable
381 UPPER PAYA LEBAR ROAD Singapore 534974,14/05/1992,Not applicable,Not applicable,Fa Hua Monastery,Religious,Registered,T05SS0005B,Not applicable
1 LENGKONG SATU Singapore 417474,31/03/1988,Not applicable,Not applicable,FAH SI LAM BUDDHIST TEMPLE,Religious,Registered,S88CC0566A,Not applicable
1 TANJONG PAGAR ROAD FAIRFIELD METHODIST CHURCH Singapore 088437,03/12/1987,Not applicable,Not applicable,FAIRFIELD METHODIST CHURCH,Religious,Registered,S87CC0541F,https://www.fairfieldmc.org
1A KIM KEAT ROAD FAITH ASSEMBLY OF GOD CHURCH Singapore 328803,17/01/1984,Not applicable,Not applicable,Faith Assembly of God Church,Religious,Registered,S64SS0017H,http://www.faithag.org.sg
21 WEST COAST CRESCENT #19-04 BLUE HORIZON Singapore 128045,07/04/2000,Not applicable,Not applicable,FAITH BIBLE CHURCH SINGAPORE,Religious,Registered,S97SS0159B,http://www.fbcs.org.sg
3 & 5 Tavistock Avenue Singapore 555108,16/12/1988,Not applicable,Not applicable,Faith Bible-Presbyterian Church,Religious,Registered,S86SS0053E,Not applicable
21 COLLYER QUAY #16-1 HSBC BL Singapore 049320,27/04/1995,Not applicable,Not applicable,"FAITH CHARITY TRUST,THE",Religious,Registered,S95CC1091E,Not applicable
750A CHAI CHEE ROAD #04-01 VIVA BUSINESS PARK Singapore 469001,15/05/1987,Not applicable,Not applicable,FAITH COMMUNITY BAPTIST CHURCH,Religious,Registered,S87SS0046D,http://www.fcbc.org.sg
87 BEACH ROAD #04-04 CHYE SING BUILDING Singapore 189695,19/10/1985,Not applicable,Not applicable,FAITH INDEPENDENT BAPTIST CHURCH LTD,Religious,Registered,198304879W,Not applicable
400 COMMONWEALTH DRIVE Singapore 149604,01/10/1987,Not applicable,Not applicable,FAITH METHODIST CHURCH,Religious,Registered,S87CC0504G,http://www.faithmc.sg
14A LORONG 11 GEYLANG Singapore 388706,28/03/1996,Not applicable,Not applicable,FAITH MISSION HOME LTD,Religious,Registered,197900124H,Not applicable
14 ARUMUGAM ROAD #02-02 LION BUILDING C Singapore 409959,16/10/1995,Not applicable,Not applicable,FAITH SANCTUARY,Religious,Registered,S93SS0116G,Not applicable
50 COMMONWEALTH DRIVE #01-506 Singapore 142050,13/10/2004,From 01/07/2016 To 31/12/2018,Live,FAITHACTS,Social and Welfare,Registered,T04SS0050J,http://www.faithacts.org.sg
1 Scotts Road #21-14 Shaw Centre Singapore 228208,31/08/2010,Not applicable,Not applicable,Family Enrichment Society,Social and Welfare,Registered,S98SS0035L,http://www.fes.org.sg
13 LORONG 8 TOA PAYOH #04-1127 BRADDELL TECH Singapore 319261,01/02/1997,Not applicable,Not applicable,FAMILY LIFE FIRST,Social and Welfare,Registered,S97SS0016C,http://www.familylifefirst.org
2 Highland Road #LG-01 Catholic Archdiocesan Education Centre Singapore 549102,15/04/1989,From 01/11/2015 To 30/04/2018,Live,Family Life Society,Social and Welfare,Registered,S85SS0018D,http://www.familylife.sg
11 WOODLANDS CLOSE #07-03 WOODLANDS 11 Singapore 737853,04/03/2011,Not applicable,Not applicable,Family of Grace Evangelical Free Church,Religious,Registered,T07SS0225D,Not applicable
324 CLEMENTI AVENUE 5 #1-209 Singapore 120324,25/08/1994,Not applicable,Not applicable,FAMILY RESOURCE AND TRAINING CENTRE,Social and Welfare,Registered,S94CC1040A,http://www.sasw.org.sg
9A GILSTEAD ROAD Singapore 309063,26/01/2004,Not applicable,Not applicable,FAR EASTERN BIBLE COLLEGE,Religious,Registered,T04CC1760B,http://www.febc.edu.sg
30 LORONG AMPAS #07-01 Singapore 328783,02/07/1986,Not applicable,Not applicable,FEBA LIMITED,Religious,Registered,197400956G,Not applicable
10 Kampung Eunos #01-01 FASS Singapore 417775,01/08/2016,Not applicable,Not applicable,"Federation of Art Societies, Singapore",Arts and Heritage,Registered,S92SS0016L,http://www.artfederations.com
5001 BEACH ROAD #08-62 GOLDEN MILE COMPLEX Singapore 199588,18/01/1986,Not applicable,Not applicable,"Federation of Youth Clubs, Singapore",Others,Registered,S62SS0052E,Not applicable
12 Jalan Ampas Singapore 329515,24/11/1992,Not applicable,Not applicable,Feeha Cheng Seah Temple & Old Folks Home,Religious,Registered,S91SS0020B,Not applicable
185 BUKIT BATOK WEST AVENUE 6 #01-187 Singapore 650185,18/05/1999,From 01/10/2015 To 30/09/2018,Live,Fei Yue Community Services,Social and Welfare,Registered,S96SS0134G,http://www.fycs.org
185 BUKIT BATOK WEST AVENUE 6 #01-187 Singapore 650185,16/07/1994,From 01/10/2015 To 30/09/2018,Live,FEI YUE FAMILY SERVICE CENTRE,Social and Welfare,Registered,S94SS0031G,http://www.fycs.org
1 MACTAGGART ROAD #02-01D INVEST HO BUILDING Singapore 368089,15/04/2014,Not applicable,Not applicable,FELLOWSHIP OF CHRISTIAN ATHLETES SINGAPORE LIMITED,Religious,Registered,201300850N,http://www.singaporefca.org
420 North Bridge Road #05-05 North Bridge Centre Singapore 188727,03/07/1985,Not applicable,Not applicable,"Fellowship of Evangelical Students, Singapore",Religious,Registered,S60SS0021F,http://www.fessingapore.org
