balance_assets_accounts_receivables,balance_assets_cash_deposits,balance_assets_inventories,balance_assets_investments,balance_assets_land_building,balance_assets_other_assets,balance_assets_other_tangible,balance_assets_total,balance_funds_endowment,balance_funds_liabilities_total,balance_funds_restricted,balance_funds_total,balance_funds_unrestricted,balance_liabilities_current,balance_liabilities_non_current,balance_liabilities_total,capital_in_nature,category_id,expenses_charitable_local,expenses_charitable_overseas,expenses_charitable_total,expenses_fund_raising,expenses_others_total,expenses_total,financial_period,financial_status,index,name,other_info_donation_other_charities,other_info_fund_raising_efficiency_ratio,other_info_no_of_employees,other_info_total_employee_costs,other_info_total_related_party_transactions,primary_sector,receipts_donation_cash_non_tax_deductible,receipts_donation_cash_tax_deductible,receipts_donation_cash_total,receipts_donation_kind_non_tax_deductible,receipts_donation_kind_tax_deductible,receipts_donation_kind_total,receipts_government_grants,receipts_investment_income,receipts_others_income,receipts_programme_fees,receipts_total,sub_setor,uen
0,"630,319",0,0,0,0,0,"630,319",0,"630,319",0,"629,069","629,069","1,250",0,"1,250",0,11,"303,589",0,"303,589","77,540","1,080","382,209",Apr 2014 - Mar 2015,Received,fy3,SENGKANG WEST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,11.14,0,0,0,Community,"211,843","645,500","857,343",0,0,0,"38,420",0,0,0,"895,763",Central,T06CC1994D
0,"445,288",0,0,0,"2,434",0,"447,722",0,"447,722",0,"446,522","446,522","1,200",0,"1,200","9,208",11,"14,144",0,"14,144",0,"1,391","15,535",Apr 2016 - Mar 2017,Received,fy1,TANJONG PAGAR-TIONG BAHRU CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"10,808","29,392","40,200",0,0,0,0,"3,930","9,208",0,"53,338",Central,S86CC0364F
0,"410,019",0,0,0,0,0,"410,019",0,"410,019",0,"408,719","408,719","1,300",0,"1,300","91,040",11,"170,624",0,"170,624",0,"1,510","172,134",Apr 2015 - Mar 2016,Received,fy2,TANJONG PAGAR-TIONG BAHRU CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,0,"80,900","80,900",0,0,0,0,"3,458","91,040",0,"175,398",Central,S86CC0364F
0,"406,755",0,0,0,0,0,"406,755",0,"406,755",0,"405,455","405,455","1,300",0,"1,300",0,11,"94,802",0,"94,802",0,0,"94,802",Apr 2014 - Mar 2015,Received,fy3,TANJONG PAGAR-TIONG BAHRU CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,0,"14,900","14,900",0,0,0,"77,532",0,"4,749",0,"97,181",Central,S86CC0364F
0,"469,811",0,0,0,0,0,"469,811",0,"469,811",0,"466,011","466,011","3,800",0,"3,800",0,11,"557,170",0,"557,170","108,601","8,584","674,355",Apr 2016 - Mar 2017,Received,fy1,TECK GHEE CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,29.2,0,0,0,Community,"168,719","507,210","675,929",0,0,0,"91,301","1,332",0,0,"768,562",Central,T05CC1885K
0,"375,404",0,0,0,0,0,"375,404",0,"375,404",0,"371,804","371,804","3,600",0,"3,600",0,11,"558,026",0,"558,026",0,"7,549","565,575",Apr 2015 - Mar 2016,Received,fy2,TECK GHEE CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"121,343","180,552","301,895",0,0,0,"146,864",938,0,0,"449,697",Central,T05CC1885K
0,"489,482",0,0,0,0,0,"489,482",0,"489,482",0,"487,682","487,682","1,800",0,"1,800",0,11,0,0,0,0,"554,461","554,461",Apr 2014 - Mar 2015,Received,fy3,TECK GHEE CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"136,478","199,886","336,364",0,0,0,"32,786",0,"11,000",0,"380,150",Central,T05CC1885K
0,"1,985,776",0,0,0,0,0,"1,985,776",0,"1,985,776",0,"1,982,576","1,982,576","3,200",0,"3,200",0,11,"450,000",0,"450,000",0,"4,010","454,010",Apr 2016 - Mar 2017,Received,fy1,"Teck Ghee Community Development, Welfare And Building Fund",0,0,0,0,0,Community,0,0,0,0,0,0,0,"16,606",0,0,"16,606",Central,T14CC0001K
0,"2,422,980",0,0,0,0,0,"2,422,980",0,"2,422,980",0,"2,419,980","2,419,980","3,000",0,"3,000",0,11,0,0,0,0,"3,534","3,534",Apr 2015 - Mar 2016,Received,fy2,"Teck Ghee Community Development, Welfare And Building Fund",0,0,0,0,0,Community,"5,000",0,"5,000",0,0,0,0,"20,114",0,0,"25,114",Central,T14CC0001K
0,"2,400,000",0,0,0,0,0,"2,400,000",0,"2,400,000","2,398,400","2,398,400",0,"1,600",0,"1,600",0,11,0,0,0,0,"1,600","1,600",Apr 2014 - Mar 2015,Received,fy3,"Teck Ghee Community Development, Welfare And Building Fund",0,0,0,0,0,Community,"200,000","2,200,000","2,400,000",0,0,0,0,0,0,0,"2,400,000",Central,T14CC0001K
0,"144,135",0,0,0,0,0,"144,135",0,"144,135",0,"142,135","142,135","2,000",0,"2,000",0,11,"123,167",0,"123,167",0,"2,180","125,347",Apr 2016 - Mar 2017,Received,fy1,TOA PAYOH CENTRAL CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0.08,0,0,0,Community,"1,000","40,066","41,066",0,0,0,"58,618",0,"51,000",0,"150,684",Central,T07CC2029D
0,"119,259",0,0,0,0,0,"119,259",0,"119,259",0,"116,798","116,798","2,461",0,"2,461",0,11,"1,066,017",0,"1,066,017",0,"377,373","1,443,390",Apr 2015 - Mar 2016,Received,fy2,TOA PAYOH CENTRAL CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"27,000","230,000","257,000",0,0,0,"100,000",0,"1,121,845","3,990","1,482,835",Central,T07CC2029D
"1,700","178,953",0,0,0,0,0,"180,653",0,"180,653",0,"178,953","178,953","1,700",0,"1,700",0,11,"124,469",0,"124,469",0,0,"124,469",Apr 2014 - Mar 2015,Received,fy3,TOA PAYOH CENTRAL CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,1.37,0,0,0,Community,0,"50,500","50,500",0,0,0,"82,248",0,"1,860",0,"134,608",Central,T07CC2029D
0,"292,085",0,0,0,0,0,"292,085",0,"292,085",0,"290,685","290,685","1,400",0,"1,400",0,11,"63,541",0,"63,541",0,"1,926","65,467",Apr 2016 - Mar 2017,Received,fy1,Toa Payoh East-Novena CCC Community Development and Welfare Fund,0,0,0,0,0,Community,"19,900","52,850","72,750",0,0,0,"43,952",0,0,75,"116,777",Central,T03CC1736B
0,"240,775",0,0,0,0,0,"240,775",0,"240,775",0,"239,375","239,375","1,400",0,"1,400",0,11,"131,013",0,"131,013",0,"1,853","132,866",Apr 2015 - Mar 2016,Received,fy2,Toa Payoh East-Novena CCC Community Development and Welfare Fund,0,0,0,0,0,Community,"5,500","6,950","12,450",0,0,0,"77,629",0,"62,816",0,"152,895",Central,T03CC1736B
0,"220,946",0,0,0,0,0,"220,946",0,"220,946",0,"219,346","219,346","1,600",0,"1,600",0,11,"167,195",0,"167,195",0,"1,877","169,072",Apr 2014 - Mar 2015,Received,fy3,Toa Payoh East-Novena CCC Community Development and Welfare Fund,0,0,0,0,0,Community,"5,790","20,000","25,790",0,0,0,"73,900",0,114,0,"99,804",Central,T03CC1736B
0,"84,852",0,0,0,0,0,"84,852",0,"84,852",0,"82,352","82,352","2,500",0,"2,500",0,11,"40,649",0,"40,649",0,"3,072","43,721",Apr 2016 - Mar 2017,Received,fy1,Toa Payoh West-Balestier CCC Community Development and Welfare Fund,0,0,0,0,0,Community,"5,000","65,000","70,000",0,0,0,"12,746",0,0,0,"82,746",Central,T07CC2047L
0,"52,747",0,0,0,0,0,"52,747",0,"52,747",0,"43,327","43,327","9,420",0,"9,420",0,11,"23,829",0,"23,829",0,"99,578","123,407",Apr 2015 - Mar 2016,Received,fy2,Toa Payoh West-Balestier CCC Community Development and Welfare Fund,0,0,0,0,0,Community,"2,000","30,000","32,000",0,0,0,"29,784",0,"62,709",0,"124,493",Central,T07CC2047L
0,"44,741",0,0,0,0,0,"44,741",0,"44,741",0,"42,241","42,241","2,500",0,"2,500",0,11,"47,596",0,"50,694",0,"3,098","-5,454",Apr 2014 - Mar 2015,Received,fy3,Toa Payoh West-Balestier CCC Community Development and Welfare Fund,0,0,0,0,0,Community,0,"2,680","2,680",0,0,0,"42,560",0,0,0,"45,240",Central,T07CC2047L
0,"407,940",0,0,0,0,0,"407,940",0,"407,940",0,"403,822","403,822","4,118",0,"4,118",0,11,"106,260",0,"106,260",0,"4,196","110,456",Apr 2016 - Mar 2017,Received,fy1,WHAMPOA CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,10,"139,268","139,278",0,0,0,"53,534",0,"48,090",0,"240,902",Central,S92CC0879F
0,"352,879",0,0,0,0,0,"352,879",0,"352,879",0,"342,631","342,631","10,248",0,"10,248",0,11,0,0,0,"132,282",0,"132,282",Apr 2015 - Mar 2016,Received,fy2,WHAMPOA CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"2,726","124,440","127,166",0,0,0,"124,266",0,0,0,"251,432",Central,S92CC0879F
0,"228,325",0,0,0,0,0,"228,325",0,"228,325",0,"227,125","227,125","1,200",0,"1,200",0,11,0,0,0,"108,852",0,"108,852",Apr 2014 - Mar 2015,Received,fy3,WHAMPOA CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"12,480","72,820","85,300",0,0,0,"17,612",0,"20,000",0,"122,912",Central,S92CC0879F
0,"907,588",0,0,0,0,0,"907,588",0,"907,588",0,"905,788","905,788","1,800",0,"1,800",0,11,"245,815",0,"245,815",0,"1,378","247,193",Apr 2016 - Mar 2017,Received,fy1,YIO CHU KANG CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"12,668","277,142","289,810",0,0,0,"5,000",0,0,0,"294,810",Central,S87CC0460G
0,"860,071",0,0,0,0,0,"860,071",0,"860,071",0,"858,171","858,171","1,900",0,"1,900",0,11,"205,185",0,"205,185",0,0,"205,185",Apr 2015 - Mar 2016,Received,fy2,YIO CHU KANG CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"225,422","240,446","465,868",0,0,0,0,0,0,0,"465,868",Central,S87CC0460G
0,"599,388",0,0,0,0,0,"599,388",0,"599,388",0,"597,488","597,488","1,900",0,"1,900",0,11,"192,187",0,"192,187",0,220,"192,407",Apr 2014 - Mar 2015,Received,fy3,YIO CHU KANG CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"55,869","204,526","260,395",0,0,0,0,0,0,0,"260,395",Central,S87CC0460G
0,"125,974",0,0,0,0,0,"125,974",0,"125,974",0,"124,624","124,624","1,350",0,"1,350",0,12,"36,418",0,"36,418",0,"1,663","38,081",Apr 2016 - Mar 2017,Received,fy1,BEDOK RESERVIOR-PUNGGOL CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"1,030","24,978","26,008",0,0,0,0,77,"36,264",0,"62,349",North East,S88CC0571D
0,"84,603",0,0,0,0,0,"84,603",0,"84,603",0,"83,503","83,503","1,100",0,"1,100",0,12,"47,063",0,"47,063",0,0,"47,063",Apr 2015 - Mar 2016,Received,fy2,BEDOK RESERVIOR-PUNGGOL CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,2,0,0,0,Community,"1,000","2,000","3,000",0,0,0,"11,833",0,77,0,"14,910",North East,S88CC0571D
0,"184,964",0,0,0,0,0,"184,964",0,"184,964",0,"183,964","183,964","1,000",0,"1,000",0,12,0,0,0,0,"47,984","47,984",Apr 2014 - Mar 2015,Received,fy3,BEDOK RESERVIOR-PUNGGOL CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,2,0,0,0,Community,680,"2,000","2,680",0,0,0,"50,000",0,994,0,"53,674",North East,S88CC0571D
0,"233,406",0,0,0,0,0,"233,406",0,"233,406",0,"230,406","230,406","3,000",0,"3,000",0,12,"63,760",0,"63,760",0,"9,708","73,468",Apr 2016 - Mar 2017,Received,fy1,EUNOS CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,0,"1,000","1,000",0,0,0,"3,859",231,0,0,"5,090",North East,S89CC0679A
0,"289,565",0,0,0,"12,219",0,"301,784",0,"301,784",0,"298,784","298,784","3,000",0,"3,000",0,12,"54,492",0,"54,492",0,"7,329","61,821",Apr 2015 - Mar 2016,Received,fy2,EUNOS CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"4,000","68,674","72,674",0,0,0,"32,431",229,0,0,"105,334",North East,S89CC0679A
0,"252,178",0,0,0,"6,000",0,"258,178",0,"258,178","255,271","255,271",0,0,"2,907","2,907",0,12,"69,306",0,"69,306",0,"2,050","71,356",Apr 2014 - Mar 2015,Received,fy3,EUNOS CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,"3,000",0,0,0,0,Community,"2,485","86,700","89,185",0,0,0,"6,465",0,229,0,"95,879",North East,S89CC0679A
0,"30,590",0,0,0,0,0,"30,590",0,"30,590",0,"29,520","29,520","1,070",0,"1,070",0,12,"3,700",0,"3,700",0,"2,117","5,817",Apr 2016 - Mar 2017,Received,fy1,HOUGANG CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,0,"1,500","1,500",0,0,0,"2,680",1,"3,529",0,"7,710",North East,T04CC1802K
0,"27,627",0,0,0,0,0,"27,627",0,"27,627",0,"27,627","27,627",0,0,0,0,12,"58,919",0,"58,919",0,"1,326","60,245",Apr 2015 - Mar 2016,Received,fy2,HOUGANG CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,0,"1,000","1,000",0,0,0,"1,320",0,"3,155",0,"5,475",North East,T04CC1802K
0,"84,467",0,0,0,0,0,"84,467",0,"84,467",0,"83,397","83,397","1,070",0,"1,070",0,12,"12,950",0,"12,950",0,"1,220","14,170",Apr 2014 - Mar 2015,Received,fy3,HOUGANG CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"5,328","12,000","17,328",0,0,0,"31,023",0,"3,800",0,"52,151",North East,T04CC1802K
0,"439,401",0,0,0,0,0,"439,401",0,"439,401",0,"437,901","437,901","1,500",0,"1,500",0,12,"113,298",0,"113,298",0,"7,081","120,379",Apr 2016 - Mar 2017,Received,fy1,KAKI BUKIT CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,0,"273,875","273,875",0,0,0,"25,040",107,"20,757",0,"319,779",North East,S92CC0869A
0,"240,001",0,0,0,0,0,"240,001",0,"240,001",0,"238,501","238,501","1,500",0,"1,500",0,12,0,0,0,0,0,0,Apr 2015 - Mar 2016,Received,fy2,KAKI BUKIT CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"23,750","211,000","234,750",0,0,0,0,0,0,0,"234,750",North East,S92CC0869A
0,"120,632",0,0,0,0,0,"120,632",0,"120,632",0,"117,632","117,632","3,000",0,"3,000",0,12,0,0,0,0,0,0,Apr 2014 - Mar 2015,Received,fy3,KAKI BUKIT CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,0,0,0,0,0,0,0,0,0,0,0,North East,S92CC0869A
0,"202,088",0,0,0,0,0,"202,088",0,"202,088",0,"202,088","202,088",0,0,0,0,12,"21,997",0,"21,997",0,20,"22,017",Apr 2016 - Mar 2017,Received,fy1,PASIR RIS EAST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"29,247",-,"29,247",0,-,0,0,5,"4,853",0,"34,105",North East,T07CC2015D
0,"89,867",0,0,0,0,0,"89,867",0,"89,867",0,"88,617","88,617","1,250",0,"1,250",0,12,"71,117",0,"71,117",0,"31,524","102,641",Apr 2016 - Mar 2017,Received,fy1,PASIR RIS WEST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,0,"10,000","10,000",0,0,0,0,0,"7,232",0,"17,232",North East,S98CC1310A
0,"175,667",0,0,0,0,0,"175,667",0,"175,667",0,"174,026","174,026","1,641",0,"1,641",0,12,"50,718",0,"50,718",0,"100,368","151,086",Apr 2015 - Mar 2016,Received,fy2,PASIR RIS WEST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"60,000","32,075","92,075",0,0,0,0,0,0,0,"92,075",North East,S98CC1310A
0,"229,256",0,0,0,0,0,"229,256",0,"229,256",0,"226,731","226,731","2,525",0,"2,525",0,12,"46,300",0,"46,300",0,"368,878","415,178",Apr 2014 - Mar 2015,Received,fy3,PASIR RIS WEST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,0,"4,000","4,000",0,0,0,0,0,0,0,"4,000",North East,S98CC1310A
0,"20,435",0,0,0,0,0,"20,435",0,"20,435",0,"19,635","19,635",800,0,800,0,12,"86,196",0,"86,196",0,"3,497","89,693",Apr 2016 - Mar 2017,Received,fy1,PAYA LEBAR CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"98,857",-,"98,857",0,-,0,0,0,0,0,"98,857",North East,S91CC0799J
0,"11,271",0,0,0,0,0,"11,271",0,"11,271",0,"10,471","10,471",800,0,800,0,12,0,0,0,0,0,0,Apr 2015 - Mar 2016,Received,fy2,PAYA LEBAR CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,0,-,0,0,-,0,0,0,0,0,0,North East,S91CC0799J
0,"21,372",0,0,0,0,0,"21,372",0,"21,372",0,"20,502","20,502",870,0,870,0,12,0,0,0,0,0,0,Apr 2014 - Mar 2015,Received,fy3,PAYA LEBAR CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,"84,609",0,0,0,0,Community,0,-,0,0,-,0,0,0,0,0,0,North East,S91CC0799J
0,"40,458",0,0,0,0,0,"40,458",0,"40,458",0,"39,158","39,158","1,300",0,"1,300",0,12,"14,135",0,"14,135",0,"1,438","15,573",Apr 2016 - Mar 2017,Received,fy1,Punggol Coast CCC Community Development and Welfare Fund,0,39,0,0,0,Community,"4,130","35,300","39,430",0,0,0,0,1,"6,673",0,"46,104",North East,T12CC0002G
0,"9,927",0,0,0,0,0,"9,927",0,"9,927",0,"8,627","8,627","1,300",0,"1,300",0,12,"25,484",0,"25,484",0,"1,962","27,446",Apr 2015 - Mar 2016,Received,fy2,Punggol Coast CCC Community Development and Welfare Fund,0,1.1,0,0,0,Community,"22,450","2,508","24,958",0,0,0,"2,106",0,"3,857",0,"30,921",North East,T12CC0002G
0,"12,654",0,0,0,0,0,"12,654",0,"12,654",0,"11,254","11,254","1,400",0,"1,400",0,12,"28,369",0,"28,369",0,"1,664","30,033",Apr 2014 - Mar 2015,Received,fy3,Punggol Coast CCC Community Development and Welfare Fund,0,0,0,0,0,Community,"2,000","6,500","8,500",0,0,0,0,0,0,0,"8,500",North East,T12CC0002G
0,"239,834",0,0,0,0,0,"239,834",0,"239,834",0,"237,834","237,834","2,000",0,"2,000",0,12,"203,110",0,"203,110",0,"7,419","210,529",Apr 2016 - Mar 2017,Received,fy1,PUNGGOL EAST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"50,000","108,308","158,308",0,0,0,0,7,"14,591",0,"172,906",North East,T07CC2010B
0,"374,211",0,0,0,0,0,"374,211",0,"374,211",0,"372,911","372,911","1,300",0,"1,300","314,447",12,"123,280",0,"123,280",0,"347,597","470,877",Apr 2015 - Mar 2016,Received,fy2,PUNGGOL EAST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"40,000","176,000","216,000",0,0,0,"64,642",0,"33,805",0,"314,447",North East,T07CC2010B
0,"531,621",0,0,0,0,0,"531,621",0,"531,621",0,"529,341","529,341","2,280",0,"2,280",0,12,"90,306",0,"90,306",0,"102,502","192,808",Apr 2014 - Mar 2015,Received,fy3,PUNGGOL EAST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"1,545","54,500","56,045",0,0,0,"32,472",0,"1,000","45,290","134,807",North East,T07CC2010B
0,"301,259",0,0,0,0,0,"301,259",0,"301,259",0,"301,259","301,259",0,0,0,0,12,"29,480",0,"29,480",0,0,"29,480",Apr 2016 - Mar 2017,Received,fy1,PUNGGOL NORTH CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"3,261","225,000","228,261",0,0,0,0,0,0,0,"228,261",North East,T07CC2007B
0,"10,062",0,0,0,0,0,"10,062",0,"10,062",0,"10,062","10,062",0,0,0,0,12,0,0,0,0,38,0,0,0,fy3,Punggol West CCC Community Development and Welfare Fund,0,0,0,0,0,Community,0,-,0,0,-,0,0,0,"10,100",0,0,North East,T16CC0004H
0,"40,292",0,0,0,0,0,"40,292",0,"40,292",0,"38,866","38,866","1,426",0,"1,426",0,12,"9,064",0,"9,064",0,"3,309","12,373",Apr 2016 - Mar 2017,Received,fy1,Sengkang Central CCC Community Development and Welfare Fund,0,0,0,0,0,Community,"7,258","10,000","17,258",0,0,0,326,1,"3,529",0,"21,114",North East,T07CC2053K
0,"43,015",0,0,0,0,0,"43,015",0,"43,015",0,"41,615","41,615","1,400",0,"1,400",0,12,"19,055",0,"19,055",0,"1,713","20,768",Apr 2016 - Mar 2017,Received,fy1,SERANGOON CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,0,"6,000","6,000",0,0,0,0,0,"3,579",0,"9,579",North East,S80SS0135C
0,"54,204",0,0,0,0,0,"54,204",0,"54,204",0,"52,804","52,804","1,400",0,"1,400",0,12,"15,591",0,"15,591",0,287,"15,878",Apr 2015 - Mar 2016,Received,fy2,SERANGOON CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,0,"4,000","4,000",0,0,0,0,0,"27,464",0,"31,464",North East,S80SS0135C
0,"39,768",0,0,0,0,0,"39,768",0,"39,768",0,"37,218","37,218","2,550",0,"2,550","27,304",12,0,0,0,0,0,0,Apr 2014 - Mar 2015,Received,fy3,SERANGOON CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,0,"10,500","10,500",0,0,0,500,0,0,0,"11,000",North East,S80SS0135C
0,"74,382",0,0,0,0,0,"74,382",0,"74,382",0,"72,702","72,702","1,680",0,"1,680","62,563",12,"17,756",0,"17,756",0,"2,504","20,260",Apr 2016 - Mar 2017,Received,fy1,TAMPINES CENTRAL CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,0,"27,950","27,950",0,0,0,0,0,"3,949",0,"31,899",North East,T04CC1795H
0,"62,563",0,0,0,0,0,"62,563",0,"62,563","61,063","61,063",0,"1,500",0,"1,500",0,12,"17,357",0,"17,357",0,"1,852","19,209",Apr 2015 - Mar 2016,Received,fy2,TAMPINES CENTRAL CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,16,"60,200","60,216",0,0,0,"10,000",0,15,0,"70,231",North East,T04CC1795H
0,"11,721",0,0,0,0,0,"11,721",0,"11,721",0,"10,041","10,041","1,680",0,"1,680",0,12,0,0,0,0,"26,552","26,552",Apr 2014 - Mar 2015,Received,fy3,TAMPINES CENTRAL CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,0,"2,000","2,000",0,0,0,0,0,"26,491",0,"28,491",North East,T04CC1795H
0,"81,242",0,0,0,"2,760",0,"84,002",0,"84,002",0,"79,722","79,722","4,280",0,"4,280",0,12,"78,469",0,"78,469",0,"4,439","82,908",Apr 2016 - Mar 2017,Received,fy1,TAMPINES CHANGKAT CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"26,500","28,088","54,588",0,0,0,0,0,"64,722",0,"119,310",North East,S92CC0892L
"44,658",0,0,0,0,0,0,"44,658",0,"44,658",0,"43,320","43,320","1,338",0,"1,338",0,12,"32,927",0,"32,927",0,"57,536","90,463",Apr 2015 - Mar 2016,Received,fy2,TAMPINES CHANGKAT CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,0,"21,905","21,905",0,0,0,0,0,0,0,"21,905",North East,S92CC0892L
"61,409",0,0,0,0,0,0,"61,409",0,"61,409",0,"60,109","60,109","1,300",0,"1,300",0,12,"16,554",0,"16,554",0,"54,786","71,340",Apr 2014 - Mar 2015,Received,fy3,TAMPINES CHANGKAT CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"13,600","3,200","16,800",0,0,0,0,0,0,0,"16,800",North East,S92CC0892L
0,"46,688",0,0,0,0,0,"46,688",0,"46,688",0,"45,408","45,408","1,280",0,"1,280",0,12,"60,591",0,"60,591",0,"1,584","62,175",Apr 2016 - Mar 2017,Received,fy1,TAMPINES EAST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,0,0,0,0,0,0,"80,000",131,0,0,"80,131",North East,S89CC0709A
0,"28,732",0,0,0,0,0,"28,732",0,"28,732",0,"27,452","27,452","1,280",0,"1,280",0,12,"139,107",0,"139,107",0,0,"139,107",Apr 2015 - Mar 2016,Received,fy2,TAMPINES EAST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,0,0,0,0,0,0,"4,623",0,285,"40,000","44,908",North East,S89CC0709A
0,"122,931",0,0,0,0,0,"122,931",0,"122,931",0,"121,651","121,651","1,280",0,"1,280",0,12,"92,043",0,"92,043",0,0,"92,043",Apr 2014 - Mar 2015,Received,fy3,TAMPINES EAST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,0,0,0,0,0,0,"12,919",0,"4,051",0,"16,970",North East,S89CC0709A
0,"73,805",0,0,0,"12,570",0,"86,375",0,"86,375",0,"84,675","84,675","1,700",0,"1,700",0,12,"13,661",0,"13,661",0,"4,910","18,571",Apr 2016 - Mar 2017,Received,fy1,TAMPINES NORTH CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"6,543","5,000","11,543","9,600",0,"9,600",0,0,0,0,"21,143",North East,T04CC1832C
0,0,0,0,0,"83,803",0,"83,803",0,"83,803",0,"82,103","82,103","1,700",0,"1,700",0,12,"4,006",0,"4,006",0,"3,824","7,830",Apr 2015 - Mar 2016,Received,fy2,TAMPINES NORTH CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,300,-,300,"9,600",-,"9,600",0,0,0,0,"9,900",North East,T04CC1832C
0,"76,133",0,0,0,0,0,"76,133",0,"76,133",0,"74,633","74,633","1,500",0,"1,500",0,12,"8,818",0,"8,818",0,0,"8,818",Apr 2014 - Mar 2015,Received,fy3,TAMPINES NORTH CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,300,"44,137","44,437",0,0,0,0,0,0,0,"44,437",North East,T04CC1832C
0,"141,541",0,0,0,0,0,"141,541",0,"141,541",0,"140,701","140,701",840,0,840,0,12,"199,254",0,"199,254",0,"2,501","201,755",Apr 2016 - Mar 2017,Received,fy1,TAMPINES WEST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,0,0,0,0,0,Community,"3,529","133,883","137,412",0,0,0,"26,501",0,160,0,"164,073",North East,S92CC0903H
